id,strategy_id,name,,Content,type,category,,,,,4_See_N_Do_It,5_Coach_It,6_Own_It,7_PDF,8_Target_Audience,9_Lesson_Category,Playbook ,Vimeo ID,,Featured image
,,Clear Pass Terminology,47,"Communication is essential during a clear, use this terminology to clear efficiently!",clearing,,,,,,06-08,09-12,11-12,,coaches,coaches_corner,,1081201538,[mpdl-file-link file_id=1195],https://powlax.com/wp-content/uploads/2021/09/Dodge-Terminology.webp
,,Clear Passing,48,Teach your players everything they need to know about clearing by using this drill. It will help train the motions and concepts of your clear while training the skills necessary to clear successfully.,clearing,team-competition,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/clear-passing-lacrosse-powlax.pdf/,1078459533,[mpdl-file-link file_id=1180],https://powlax.com/wp-content/uploads/2020/08/Clear-Passing-Lacrosse-POWLAX.webp
,,Coaches vs Refs,49,A Coaches perspective on the relationship between coaches and refs in lacrosse and what we can do from both sides to improve the game.,,,,,,,06-08,06-18,15-18,,coaches,coaches_corner,,1078458932,[mpdl-file-link file_id=1197],https://powlax.com/wp-content/uploads/2020/08/Coaches-vs-Refs-Lacrosse-POWLAX.webp
,,Conshu Set Play,50,This is a set play that worked really well for us at Grandview. Out of the 231 set.,offense;motion-offense;set-plays,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/conshu-set-play-lacrosse-playbook-pdf-powlax.pdf/,1092026784,[mpdl-file-link file_id=1199],https://powlax.com/wp-content/uploads/2022/05/Conshu-Set-Play.webp
,,Crease Slide Basics,51,An introduction to the concepts of man to man defense and the basic philosophy of a crease slide defense.,defense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/crease-slide-basics-lacrosse-powlax.pdf/,1078459555,[mpdl-file-link file_id=1201],https://powlax.com/wp-content/uploads/2020/08/Crease-Slide-Basics-Lacrosse-POWLAX-scaled.webp
,,Cuse Motion Offense,52,An overview of the Cuse Motion Offense!,offense;motion-offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/cuse-offense-lacrosse-powlax.pdf/,1081201563,[mpdl-file-link file_id=1203],https://powlax.com/wp-content/uploads/2020/08/Cuse-Motion-Offense-Youtube-Final.webp
,,Cuse Motion Offense vs Zone Defense,53,We show how the Cuse Motion Offense can be used to attack Zone Defense.,offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1081201565,[mpdl-file-link file_id=1205],https://powlax.com/wp-content/uploads/2022/07/DCF77F74-E0CD-478B-9C50-E3758D46ECCD-e1658347774126.webp
,,Defending 2 Man games,54,How to defend a plethora of 2 Man Games.,defense;man-to-man,,,,,,06-08,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/2-man-game-pdf.pdf/,1081201570,[mpdl-file-link file_id=1207],https://powlax.com/wp-content/uploads/2020/08/Defending-2-Man-Games-Lacrosse-POWLAX.webp
,,Defending Hang Ups at X,55,This video outlines the best ways to defend getting hung up at X.,defense,,,,,,09-10,11-14,13-14,,coaches,coaches_corner,,1078533606,[mpdl-file-link file_id=1209],https://powlax.com/wp-content/uploads/2020/08/Defending-Hang-Ups-Lacrosse-POWLAX.webp
,,Denver Endline Play,56,Learn this beautifully designed endline play that helped the University of Denver win the 2015 National Championship.,offense;set-plays,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/denver-endline-play-lacrosse-powlax.pdf/,1078459673,[mpdl-file-link file_id=1211],https://powlax.com/wp-content/uploads/2020/08/Denvers-Endline-Play-Lacrosse-POWLAX.webp
,,Dodge - Clear Through - Follow,57,This &#8220;Triangle Offense based&#8221;3 man motion can be run from the midfield or attack and will put a ton of stress on the opposing defense. This motion can be used as a part of the 21-12 offense.,offense,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/21-12-motion-offense-pdf-lacrosse-powlax.pdf/,180938386,[mpdl-file-link file_id=1213],https://powlax.com/wp-content/uploads/2020/08/Dodge-Clear-Through-Follow-scaled.webp
,,Dodge Follow Float Midfield Motion,177,21-12 Motion Offense Concept,offense; motion-offense,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/21-12-motion-offense-pdf-lacrosse-powlax.pdf/,1092031129,,
,,Dodges for Attackmen,94,These are my favorite dodges for Attackmen. &nbsp;An overview of 3 popular Attack Dodges in Lacrosse.,offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092026690,[mpdl-file-link file_id=1281],https://powlax.com/wp-content/uploads/2022/11/Dodges-for-Attackmen.webp
,,Dodges for Defensemen in Lacrosse,136,These are my favorite movements and dodges for defensemen in lacrosse. An overview of popular dodges and movements for defenseman in Lacrosse. A video addition to “The Player and Parents Guide to Lacrosse&#8221;by Patrick Chapla. Patrick Chapla.,defense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092026603,[mpdl-file-link file_id=1283],https://powlax.com/wp-content/uploads/2022/11/Dodges-for-Defenseman.webp
,,Dodges for Midfielders,96,These are my favorite dodges for Midfielders. &nbsp;An overview of popular Midfield Dodges in Lacrosse.,offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092026633,[mpdl-file-link file_id=1285],https://powlax.com/wp-content/uploads/2022/11/dodges-for-Midfielders.webp
,,Doubling Picks,59,"Picks are a great time to surprise a team and double the ball. In this video, we discuss the methods for doubling the ball.",defense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/2-man-game-pdf.pdf/,1092026547,[mpdl-file-link file_id=1217],https://powlax.com/wp-content/uploads/2020/08/Doubling-Picks-Lacrosse-POWLAX.webp
,,Duke Drill,63,"This fast-paced, transition-oriented, competition drill will kick your practice into high gear! It&#8217;s a definitive player favorite.",transition-o-d,team-competition,,,,,06-08,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/duke-drill-lacrosse-powlax.pdf/,1078459580,[mpdl-file-link file_id=1225],https://powlax.com/wp-content/uploads/2020/08/Duke-Drill-Lacrosse-POWLAX-1-scaled.webp;https://powlax.com/wp-content/uploads/2020/08/Duke-Drill-Lacrosse-POWLAX-scaled.webp
,,Duke Fade and Follow Offense,64,"<style type=""text/css""><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style>An overview of the Fade and Follow Offense that Duke used to put up 19 vs Hopkins in the first round last year.",offense,,,,,,06-08,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/duke-fade-and-follow-offense-pdf.pdf/,1078459351,[mpdl-file-link file_id=1227],https://powlax.com/wp-content/uploads/2020/08/Duke-Fade-and-Follow-Offense-LAcrosse-POWLAX.webp;https://powlax.com/wp-content/uploads/2020/08/POWLAX-PDF-PNG.webp
,,Duke Motion,61,"Whether used as an endline play or part of your offensive motion, the Duke Motion is a great way to draw slides and set up dodges on recovering defensemen.",offense;motion-offense;set-plays,,,,,,06-08,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/21-12-motion-offense-pdf-lacrosse-powlax.pdf/,1078534079,[mpdl-file-link file_id=1221],https://powlax.com/wp-content/uploads/2020/08/Duke-Motion-Lacrosse-POWLAX.webp
,,Duke Scrapping Drill,62,"This player favorite will develop your teams transition offense, ground balls, and clearing! All in one drill!",transition-o-d,team-competition,,,,,06-08,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/duke-scrapping-drill-lacrosse-powlax.pdf/,1078459006,[mpdl-file-link file_id=1223],https://powlax.com/wp-content/uploads/2020/08/Duke-Scrapping-Drill-Lacrosse-POWLAX.webp
,,Duke’s Fade and Follow Offense vs Zone Defense,60,"This is an exploration of the Duke fade and follow offense, and it's usefulness against his own",offense,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1092026513,[mpdl-file-link file_id=1219],https://powlax.com/wp-content/uploads/2022/07/FA22628A-34DD-4BCC-BA96-7B5CC52AB450.webp
,,Duke's Hybrid Man Down,65,Duke&#8217;s Hybrid Man Down which combines a 5 Man Rotation on passes and switches to a zone on carries.,defense; man-down,,,,,,13-14,13-14,15-18,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1092026429,[mpdl-file-link file_id=1229],https://powlax.com/wp-content/uploads/2020/12/Dukes-Hybrid-Man-Down-Defense-Lacrosse-POWLAX.webp
,,East West Dodging in Lacrosse,66,"This is a video about East West Dodge, which are Dodge where the Player is moving around the perimeter of the field and then change his direction or pace to try to make the defender be on the side of them to allow them to get from the perimeter to the center of the field, where they can shoot.",offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092026384,[mpdl-file-link file_id=1231],https://powlax.com/wp-content/uploads/2022/11/East-West-Dodging.webp
,,Faceoff Plays and Tactics,68,"Face offs can win and lose games, so you&#8217;d better have a plan. By using this simple strategy, your team will have an advantage at the X.",face-offs,,,,,,06-10,11-14,15-18,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/face-off-plays-and-tactics-lacrosse-powlax.pdf/,1078459479,[mpdl-file-link file_id=1118],https://powlax.com/wp-content/uploads/2020/08/Face-Off-Plays-scaled.webp
,,Full Field Build Up Drill,69,"The Full Field Build Up Drill is foundational in teaching the situational awareness on the offensive and defensive side of the ball. It is extremely fun, incorporates the entire team, and can be a very intense conditioning drill for midfielders who begin the drill early.",transition-o-d; offense,team-competition,,,,,06-10,06-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/2-ball-defensive-reaction-drill-defensive-footwork-drill.pdf/,1092026269,[mpdl-file-link file_id=1235],https://powlax.com/wp-content/uploads/2024/03/Full-Field-Build-Up-Drill-_-Lacrosse-_-POWLAX.png
,,General Drill (Recovery 1v1's),71,General Drill is a recovery 1v1 drill at the edge of dangerous space that forces players to embrace contact to be successful! Modified from UVA Coach Lars Tiffany’s presentation at IMLCA.,offense; defense,skill-drill,,,,,06-08,09-12,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/general-drill-recovery-1v1s-lacrosse-powlax.pdf/,1081206744,[mpdl-file-link file_id=1239],https://powlax.com/wp-content/uploads/2020/08/General-Drill.webp
,,Hands Free Dodges,73,What are Hands Free Dodges in Lacrosse? An overview of 3 popular Hands Free Dodges in Lacrosse.&nbsp;A video addition to “The Player and Parents Guide to Lacrosse&#8221;by Patrick Chapla.,offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092026241,[mpdl-file-link file_id=1243],https://powlax.com/wp-content/uploads/2022/11/Hands-Free.webp
,,Head Man Passing Drill,74,"Head Man Passing is an essential stick work drill for any box team. It emphasizes getting the ball up the floor, catching over the shoulder passes, communicating, and allows players to work on finishing 1v1 on the goalie.",transition-o-d,skill-drill,,,,,06-08,09-10,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/head-man-passing-drill-lacrosse-powlax.pdf/,1078534096,[mpdl-file-link file_id=1245],https://powlax.com/wp-content/uploads/2020/08/Head-Man-Passing-Drill-Lacrosse-POWLAX.webp
,,Hopkins 3-3 Wheel and Seal Man Up Play,163,Hopkins uses a 3-3 4 Man Side Wheel to set up a double seal for the freshman phenom Joey Epstein.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/3-3-4-man-wheel-man-up-pdf-lacrosse-powlax.pdf/,1081206927,[mpdl-file-link file_id=1309],https://powlax.com/wp-content/uploads/2020/08/Hopkins-4-Man-Wheel-and-Seal-Man-Up-Play-Lacrosse-POWLAX.webp
,,House Zone Man Down Defense,75,Virginia&#8217;s House Zone killed it in the 2019 NCAA Tournament. We overview the strategy!,defense;man-down,,,,,,09-10,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1081205659,[mpdl-file-link file_id=1247],https://powlax.com/wp-content/uploads/2020/12/House-Man-Down-Defense-Lacrosse-POWLAX.webp
,,How to Beat Zone Defense,76,This is an in-depth video about how to beat zone defenses and it includes all of the other videos referencing offense against zone defense.,offense,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-beat-zone-defense-lacrosse-coaching-zone-offense-powlax.pdf/,1081206964,[mpdl-file-link file_id=1146],https://powlax.com/wp-content/uploads/2022/02/How-to-Beat-Zone-Defense-Lacrosse-Coaching-Zone-Offense-POWLAX.webp
,,How to Catch in Lacrosse,164,Patrick teaches the proper technique of how to catch in lacrosse and gives drills that you can do at home. ,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-catch-in-lacrosse-powlax-backyard.pdf/,1092026107,[mpdl-file-link file_id=1297],https://powlax.com/wp-content/uploads/2020/11/How-to-Catch-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Cradle-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Hold-The-Stick-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Pass-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-In-Tight-In-Lacrosse-_-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-on-the-Run-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-with-Time-and-Room-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Switch-Hands-in-Lacrosse-POWLAX-Backyard.webp;https://powlax.com/wp-content/uploads/2020/11/How-to-Throw-Fakes-in-Lacrosse-POWLAX-Backyard.webp
,,How to Cradle in Lacrosse,77,Patrick teaches cradling techniques and drills that you can do at home!,,skill-drill,,,,,06-08,06-08,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-cradle-in-lacrosse-powlax-backyard.pdf/,1092025955,[mpdl-file-link file_id=1211],https://powlax.com/wp-content/uploads/2020/11/How-to-Cradle-in-Lacrosse-POWLAX-Backyard.webp
,,How to Do a Step Back Throw Back,133,An overview of Step Back Throw Back technique and drills to work on at home!,offense,,,,,,06-08,09-12,13-14,,players,coaches_corner,,1092026042,[mpdl-file-link file_id=1219],https://powlax.com/wp-content/uploads/2021/10/8E1E0224-5458-4213-A709-82ECE8F915E7.webp
,,How to Do Hidden Ball Tricks,78,Learn to execute Hidden Ball Tricks like a PRO!<br />,offense; set-plays,,,,,,06-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-do-hidden-ball-tricks-lacrosse-powlax.pdf/,1078534113,[mpdl-file-link file_id=1249],https://powlax.com/wp-content/uploads/2020/08/How-To-Do-Hidden-Ball-Tricks-Lacrosse-POWLAX.webp
,,How to Hold the Stick in Lacrosse,79,"In this video, Patrick teaches how to hold the stick and give some drills to help players activate their fingers to allow them to control the ball in the stick better",,skill-drill,,,,,06-08,06-08,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/how-to-hold-the-stick-in-lacrosse-powlax-backyard.pdf/,1092025788,[mpdl-file-link file_id=1251],https://powlax.com/wp-content/uploads/2020/11/How-to-Hold-The-Stick-in-Lacrosse-POWLAX-Backyard.webp
,,How to Pass in Lacrosse,165,Patrick teaches proper passing techniques and drills you can do at home.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-pass-in-lacrosse-powlax-backyard.pdf/,1081206192,[mpdl-file-link file_id=1317],https://powlax.com/wp-content/uploads/2020/11/How-to-Pass-in-Lacrosse-POWLAX-Backyard.webp
,,How to Pick Up Ground Balls in Lacrosse,166,Patrick teaches the proper technique of how to pick up ground balls and gives three drills you can use to practice at home,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-pick-up-ground-balls-in-lacrosse-powlax.pdf/,1081328797,[mpdl-file-link file_id=1303],https://powlax.com/wp-content/uploads/2020/12/How-to-Pick-Up-Ground-Balls-In-Lacrosse-_-POWLAX-Backyard.webp
,,How to Question Mark Dodge in Lacrosse,111,Patrick teaches the proper technique of how to use question mark hands free dodges and goes over drills for you to do at home.,,skill-drill,,,,,09-10,11-14,13-14,,coaches,coaches_corner,,1092025869,[mpdl-file-link file_id=1199],https://powlax.com/wp-content/uploads/2021/09/Question-Mark-POWLAX-Backyard.webp
,,How to Shoot in Lacrosse,167,"Patrick teaches technique and drills for how to shoot in tight, with time and room, and on the run!",,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-shoot-in-lacrosse-powlax-backyard.pdf/,1081206024,[mpdl-file-link file_id=1180],https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-in-Lacrosse-POWLAX-Backyard.webp
,,How to Shoot In Tight in Lacrosse,168,Patrick teaches techniques of shooting in tight and drills you can use to practice at home.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-shoot-in-lacrosse-powlax-backyard.pdf/,1081206704,[mpdl-file-link file_id=1305],https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-In-Tight-In-Lacrosse-_-POWLAX-Backyard.webp
,,How to Shoot On The Run in Lacrosse,169,Patrick teaches how to shoot on the run and drills you can do to perfect your technique at home.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-shoot-in-lacrosse-powlax-backyard.pdf/,1081206667,[mpdl-file-link file_id=1293],https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-on-the-Run-in-Lacrosse-POWLAX-Backyard.webp
,,How to Shoot with Time and Room in Lacrosse,170,Patrick teaches time and room shooting techniques and drills you can use to practice at home.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-shoot-in-lacrosse-powlax-backyard.pdf/,1081205965,[mpdl-file-link file_id=1291],https://powlax.com/wp-content/uploads/2020/11/How-to-Shoot-with-Time-and-Room-in-Lacrosse-POWLAX-Backyard.webp
,,How to Switch Hands in Lacrosse,171,Patrick how to switch hands efficiently and drills to do at home.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-switch-hands-in-lacrosse-powlax-backyard.pdf/,1081333308,[mpdl-file-link file_id=1311],https://powlax.com/wp-content/uploads/2020/11/How-to-Switch-Hands-in-Lacrosse-POWLAX-Backyard.webp
,,How to Throw Fakes in Lacrosse,172,Patrick teaches faking techniques and how to practice them at home!,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/how-to-fake-in-lacrosse-powlax-backyard.pdf/,1081205916,[mpdl-file-link file_id=1273],https://powlax.com/wp-content/uploads/2020/11/How-to-Throw-Fakes-in-Lacrosse-POWLAX-Backyard.webp
,,I Passing Drill,81,"This innovative lacrosse drill focuses on enhancing player skills through high-quality, game-like repetitions, ideal for teams with new or young players. Coaches will find it valuable for its emphasis on essential techniques like V-cuts and ground ball pickups, ensuring players develop technical skills and game sense efficiently.",,skill-drill,,,,,06-08,09-10,09-10,,coaches,coaches_corner,,1092025738,[mpdl-file-link file_id=1255],https://powlax.com/wp-content/uploads/2024/01/I-Passing-Drill-Thumbnail-1.webp
,,Introducing Box Picks with 2v0's 2v1's and 2v2's,83,Learn how to teach your players box picking with 2v0&#8217;s 2v1&#8217;s and 2v2&#8217;s,offense; 2-man-game,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/introducing-box-picks-with-2v0s-2v1s-and-2v2s-lacrosse-powlax.pdf/,1078534017,[mpdl-file-link file_id=1259],https://powlax.com/wp-content/uploads/2020/08/Introducing-Box-Picks-with-2v0-2v1-2v2-Drills-Lacrosse-POWLAX.webp;https://powlax.com/wp-content/uploads/2020/08/Using-and-Defending-Box-Picks-Lacrosse-POWLAX-1.webp
,,Island 1v1's,84,Getting to the Island is an offensive players dream and a defensive players nightmare. This drill focuses on exactly what both sides of the ball should be doing from this important position on the field.,,skill-drill,,,,,06-08,09-12,09-10,,coaches,coaches_corner,,1092025702,[mpdl-file-link file_id=1261],https://powlax.com/wp-content/uploads/2020/08/Island-1v1s-Lacrosse-POWLAX-scaled.webp
,,Jim Berkman's 10 Recruiting Tips,5,Coach Berkman talks through 10 things to you can do to during the recruiting process.,,,,,,,06-08,06-18,15-18,,coaches,coaches_corner,,1092025358,,https://powlax.com/wp-content/uploads/2020/08/Jim-Berkmans-10-Recruiting-Tips-Lacrosse-POWLAX-1.webp;https://powlax.com/wp-content/uploads/2020/08/Jim-Berkmans-10-Recruiting-Tips-Lacrosse-POWLAX.webp
,,Jumping The Ball Man Down Defense,85,Surprise your opponent by setting a specific player to anticipate and apply heavy pressure on your man down set!,defense; man-down,,,,,,13-14,13-14,15-18,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1081206593,[mpdl-file-link file_id=1263],https://powlax.com/wp-content/uploads/2020/12/Jumping-The-Ball-Man-Down-Defense-Lacrosse-POWLAX.webp
,,L Fast Break,173,Tried and True&#8230;The &#8220;L&#8221;Fast Break is simple and effective.,,,,,,,,,,pdf_yes,,coaches_corner,https://powlax.com/mp-files/l-fast-break-4v3-lacrosse-powlax.pdf/,1078533720,[mpdl-file-link file_id=1279],https://powlax.com/wp-content/uploads/2020/08/L-Fast-Break-Lacrosse-POWLAX-scaled.webp;https://powlax.com/wp-content/uploads/2020/08/L-Fast-Break-POWLAX-Master-Class-Banner.webp
,,Lacrosse Goalie Play,86,This is an overview of all of the Goalie play techniques. It also includes a ton of concepts for goalies.,,skill-drill,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1081206389,[mpdl-file-link file_id=1265],https://powlax.com/wp-content/uploads/2023/02/Lacrosse-Goalie-Play.webp;https://powlax.com/wp-content/uploads/2023/02/Copy-of-4x5-The-Player-and-Parents-Guide-to-Lacrosse-1.webp
,,Line Bump Drill (Slide and Recover),87,"<style type=""text/css""><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style>An overview of the Fade and Follow Offense that Duke used to put up 19 vs Hopkins in the first round last year.",defense,gameplay-concept,,,,,06-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/line-bump-drill-slide-and-recover-lacrosse-powlax.pdf/,181826603,[mpdl-file-link file_id=1267],https://powlax.com/wp-content/uploads/2020/08/Line-Bump-Drill-Lacrosse-POWLAX-scaled.webp
,,Line Drills,34,,,skill-drill,,,,,06-08,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/line-drills-lacrosse-powlax.pdf/,184030071,[mpdl-file-link file_id=1168],https://powlax.com/wp-content/uploads/2020/08/Line-Drills-Lacrosse-POWLAX.webp
,,Making Line Drills More Effective,88,Modify your line drills to get the most out of your practice time!,,skill-drill,,,,,06-08,09-10,09-10,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/better-line-drills-lacrosse-powlax.pdf/,1078533414,[mpdl-file-link file_id=1269],https://powlax.com/wp-content/uploads/2020/08/Making-Line-Drills-More-Effective-Lacrosse-POWLAX.webp
,,Mammoth Shooting Drill,89,The Mammoth Shooting Drill teaches players how to substitute while getting a ton of breakaway shooting reps!,,skill-drill,,,,,09-10,09-12,11-12,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/mammoth-shooting-drill-lacrosse-powlax.pdf/,1092025297,[mpdl-file-link file_id=1271],https://powlax.com/wp-content/uploads/2020/08/Mammoth-Shooting-Drill-POWLAX.webp
,,Man Down Clear,90,An overview of strategies when clearing while man down.,clearing;man-down,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1092025226,[mpdl-file-link file_id=1273],https://powlax.com/wp-content/uploads/2020/12/Man-Down-Clear-Lacrosse-POWLAX.webp
,,Man Down Face Off,91,A look at the strategy behind facing off man down.,face-offs;man-down,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/a-complete-guide-to-man-down-defense-lacrosse-powlax.pdf/,1092025187,[mpdl-file-link file_id=1275],https://powlax.com/wp-content/uploads/2020/12/Man-Down-Face-Off-Lacrosse-POWLAX.webp
,,Man Down Restart Trick Plays,93,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,clearing;man-down,,,,,,09-10,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/man-down-restart-trick-plays-lacrosse-powlax.pdf/,1078458981,[mpdl-file-link file_id=1279],https://powlax.com/wp-content/uploads/2020/08/Man-Down-Restart-Trick-Plays-POWLAX-Lacrosse-Youtube.webp
,,My Favorite Dodges for Attackmen,95,These are my favorite dodges for Attackmen. &nbsp;An overview of 3 popular Attack Dodges in Lacrosse.,offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1092025150,[mpdl-file-link file_id=1283],
,,Near Man Defense,98,This man to man defensive strategy combines the strategies of crease and adjacent slide packages in order to create a sliding system that is easier to teach and more instinctive for players on the field.,defense; man-to-man,,,,,,09-14,11-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/near-man-defense-lacrosse-powlax.pdf/,1092025037,[mpdl-file-link file_id=1289],https://powlax.com/wp-content/uploads/2020/08/Near-Man-Defense-Lacrosse-POWLAX-1-scaled.webp;https://powlax.com/wp-content/uploads/2020/08/Take-This.webp
,,North South Dodges,101,An overview of North-South Dodges.,offense,,,,,,06-08,09-12,13-14,,coaches,coaches_corner,,1078459179,[mpdl-file-link file_id=1295],https://powlax.com/wp-content/uploads/2020/08/North-South-Dodging-Lacrosse-POWLAX.webp
,,North-South Dodging Footwork,99,An evaluation of the footwork used in North-South Dodges to change directions and speeds to gain separation!,,,,,,,,,,,,coaches_corner,,1078458944,[mpdl-file-link file_id=1291],https://powlax.com/wp-content/uploads/2020/08/North-South-Dodging-Footwork-Lacrosse-POWLAX.webp
,,Ohio State Pairs Offense,103,An overview of the Ohio State Pairs Offense that destroyed Denver in 2017!,offense; motion-offense,,,,,,09-14,13-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/ohio-state-pairs-offense.pdf/,1092024943,[mpdl-file-link file_id=1299],https://powlax.com/wp-content/uploads/2020/08/Ohio-State-Pairs-Offense-Lacrosse-POWLAX.webp
,,Ohio State Pairs Offense in 5 Minutes,102,This is a video of the Ohio State pears offense in very quick fashion.,offense,,,,,,06-08,09-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/ohio-state-pairs-offense.pdf/,1081206244,[mpdl-file-link file_id=1297],
,,Partner Passing Drill,104,"Partner Passing Drill is one of the best drills to teach players form, work on new techniques, and warm up to begin practice. Partner Passing is one of my favorite drills because it:<br />1) gives players a ton of reps to warm them up at the beginning of practice.<br />2) puts tremendous emphasis on technique.<br />3) integrates dodging.<br />4) is a great drill to teach players new and advanced techniques.",,skill-drill,,,,,06-08,06-14,13-14,pdf_yes,coaches,coaches_corner,https://powlax.com/mp-files/partner-passing-lacrosse-powlax.pdf/,1078459069,[mpdl-file-link file_id=1301],https://powlax.com/wp-content/uploads/2020/08/Partner-Passing-Drill-Lacrosse-POWLAX.webp
